,dateTime,event,Score
337,2021-07-01 06:48:55,lindsay eps beats 0_31 beats on revenue,0.0
338,2021-07-01 06:48:17,spac dhc acquisition gains on report of talks to take ev charging startup freewire public,0.34
339,2021-07-01 06:45:11,immunic stock gains 6 on fda go ahead for imu 838 trials in multiple sclerosis,0.34
340,2021-07-01 06:45:11,turkish e commerce platform hepsiburada prices initial public offering at 12ads,0.0
341,2021-07-01 06:39:34,economic calendar for july 1,0.0
342,2021-07-01 06:36:23,mccormick eps beats 0_07 beats on revenue,0.0
343,2021-07-01 06:34:53,affimed eps beats by 009 beats on revenue,0.0
344,2021-07-01 06:33:06,arcutis bio shelves plans for phase 2a arq 252 trial in vitiligo shares fall 5,0.296
345,2021-07-01 06:30:38,kennedy wilson buys 344 unit apartment community in albuquerque for 65 million,0.0
346,2021-07-01 06:27:27,dow jones nasdaq mixed before opec meeting and jobless claims,0.0
347,2021-07-01 06:27:07,hennes and mauritz reports q2 results,0.0
348,2021-07-01 06:19:00,avient buys magna colours ltd for 48 million,0.0
349,2021-07-01 06:18:36,fda accepts hutchmeds application for surufatinib in neuroendocrine tumors,0.3182
350,2021-07-01 06:18:07,mks instruments to buy atotech for 1620 in cash plus stock deal,0.0
351,2021-07-01 06:11:28,spero therapeutics stock gains on 40m equity investment from pfizer and licensing agreement for spr206,0.6808
352,2021-07-01 06:08:53,global net lease declares 0_40 dividend,0.0
353,2021-07-01 06:07:15,mesoblast provides update on rexlemestrocel l in development for low back pain,-0.34
354,2021-07-01 06:03:52,american finance trust inc declares 0_2125 dividend,0.5106
355,2021-07-01 06:01:08,stmicroelectronics launches share buy back plan,0.296
356,2021-07-01 06:01:05,the tile shop reports q2 preliminary revenue,0.0
357,2021-07-01 06:00:08,global markets mixed ahead of us jobless claims data,0.0
358,2021-07-01 05:55:25,accenture acquires it services provider trivadis ag terms undisclosed,0.0
359,2021-07-01 05:49:36,sasol cfo paul victor to step down in 2022 hanre rossouw to succeed,0.4939
360,2021-06-30 17:10:31,live oak bancshares names new cfo,0.0
361,2021-06-30 17:06:54,shaw communications reports fq3 results,0.0
362,2021-06-30 17:03:57,curevac shares drop 9 on final data from phase 2b3 trial on covid vaccine,0.0258
363,2021-06-30 17:02:10,passage bio initiated overweight at raymond james expects a de risking event this year,-0.5859
364,2021-06-30 17:01:48,two harbors investment names new chief investment officer,0.0
365,2021-06-30 16:56:06,us ecology extends maturity of credit facility to 2026,0.4767
366,2021-06-30 16:52:43,asgn buys infor business from avaap,0.0
367,2021-06-30 16:50:33,year to date snapshot of the major averages dow jones sp 500 nasdaq,0.0
368,2021-06-30 16:49:58,fannie maes guaranty book of business climbs to 385t in may,0.0
369,2021-06-30 16:49:38,new york times declares 0_07 dividend,0.0
370,2021-06-30 16:45:52,arcos dorados announces stock dividend,0.0
371,2021-06-30 16:45:25,sonoco announces five year 750m revolving credit facility,0.3818
372,2021-06-30 16:44:19,contextlogic announces cfo transition,0.0
373,2021-06-30 16:42:22,sp hits wall streets 2021 target in six months is this as good as it gets,0.4404
374,2021-06-30 16:42:22,apellis beam to collaborate on therapies for complement driven diseases,0.0
375,2021-06-30 16:40:36,skillsoft acquire pluma for 22m,0.0
376,2021-06-30 16:40:08,realty income dips as it begins 725m common stock offering,0.0
377,2021-06-30 16:39:11,apartment price growth push us property price growth higher in may eclipse industrials,0.6369
378,2021-06-30 16:36:56,eagle bancorp inc declares 0_35 dividend,0.0
379,2021-06-30 16:35:36,preferred apartment completes acquisition of the ellison,0.0
380,2021-06-30 16:33:58,technipfmc wins substantial subsea contract from equinor,0.6705
381,2021-06-30 16:33:09,glacier bancorp inc declares 0_32 dividend,0.0
382,2021-06-30 16:32:41,bankunited declares 0_23 dividend,0.0
383,2021-06-30 16:30:37,ad firm outbrain files for ipo,0.0
384,2021-06-30 16:30:14,micron tops fq3 estimates sells chip fab to ti for 900m in cash,0.743
385,2021-06-30 16:28:58,oppenheimer initiates ofs capital at perform as stock nears fair value,0.5719
386,2021-06-30 16:28:48,christine esteve joins amerant as chief marketing officer,0.0
387,2021-06-30 16:28:38,cohu offloads 100m in debt prepayment,-0.3612
388,2021-06-30 16:25:16,john hancock premium dividend fund declares 0_0975 dividend,0.0
389,2021-06-30 16:24:38,jnj to begin covid 19 vaccine study for adolescents this fall,0.0
390,2021-06-30 16:23:23,john hancock tax advantaged dividend income fund declares 0_138 dividend,0.34
391,2021-06-30 16:22:45,cbiz reaches settlement with upmc for a one time settlement of 415m,0.0516
392,2021-06-30 16:21:11,nanobiotix initiates early stage nbtxr3 lung cancer study,-0.6597
393,2021-06-30 16:21:08,itau unibanco goes ex dividend tomorrow,0.0
394,2021-06-30 16:21:06,safe bulkers sells panamax vessel for 131m,0.4404
395,2021-06-30 16:18:28,chevron to sell some permian assets valued at more than 1b reuters,0.5574
396,2021-06-30 16:17:05,mid penn bancorp to acquire riverview financial,0.0
397,2021-06-30 16:15:52,texas instruments to acquire micron 300 mm semiconductor factory,0.0
398,2021-06-30 16:15:13,bioasis technologies and oxyrane uk ink research collaboration agreement,0.4939
399,2021-06-30 16:14:22,nevada casinos top 1b again with record setting may tally,0.2023
400,2021-06-30 16:12:20,micron technology eps beats 0_17 beats on revenue,0.0
401,2021-06-30 16:11:38,franklin covey eps beats 0_97 beats on revenue,0.0
402,2021-06-30 16:09:59,first horizons chief financial officer william losch to step down,0.0
403,2021-06-30 16:08:09,soros fund management starts trading bitcoin,0.0
404,2021-06-30 16:06:46,deciphera doses first patient in early stage dcc 3116 cancer trial,-0.6597
405,2021-06-30 16:05:28,online retailer stocks 1stdibscom and newegg skyrocket on momentum moves,0.0
406,2021-06-30 16:05:08,world bank to boost financing available for covid vaccine purchase to 20b,0.4019
407,2021-06-30 16:04:33,sp 500 dow jones closes out quarter at records nasdaq leads in june,0.0
408,2021-06-30 16:00:29,sp 500 ended at record high dow up 211 points as cyclical stocks were boosted by signs of an improving employment markets,0.6486
409,2021-06-30 15:57:07,plug powers high stock price justified by growth runway rbc says,0.6486
410,2021-06-30 15:53:45,five star bank adds new branch in greater buffalo,0.3612
411,2021-06-30 15:53:24,intellia co founder and gene editing pioneer jennifer doudna outlines future of crispr,0.0
412,2021-06-30 15:45:36,biotech discovery company absci files for ipo,0.0
413,2021-06-30 15:41:51,shell plans to hang on to norco refinery reuters,0.0
414,2021-06-30 15:37:42,gap to close uk and ireland stores sell off france and italy stores,0.0
415,2021-06-30 15:37:04,amazon plans to deploy full rivian ev delivery fleet by 2030,0.1779
416,2021-06-30 15:35:45,kontrol technologies to acquire a building solutions company,0.1779
417,2021-06-30 15:34:22,jeff who richard branson says hell go into space when the engineers say he can go into space,-0.6808
418,2021-06-30 15:22:38,dicks sporting goods lands higher price target from cowen on strong execution,0.5106
419,2021-06-30 15:16:50,integral ad sciences ipo pop fades after 22 jump,0.0
420,2021-06-30 15:08:59,may farm prices received index up 18 mm,0.0
421,2021-06-30 15:01:04,verb technology and borqs technology among tech gainers marin software and bsqr among losers,-0.5267
422,2021-06-30 15:00:35,on the hour,0.0
423,2021-06-30 14:57:37,sempra downgraded at bofa defended at evercore after earnings guidance,0.0
424,2021-06-30 14:55:54,ford extends us production cuts as expected due to chip shortage,-0.4019
425,2021-06-30 14:49:47,masimo requests apple watch import ban alleging patent infringement,-0.7717
426,2021-06-30 14:48:41,elkem ceo resigns,-0.3182
427,2021-06-30 14:44:44,jefferies boosts price target for pieris citing plans to develop long covid candidate,0.3182
428,2021-06-30 14:43:36,bloomin brands called a value pick by jefferies,0.34
429,2021-06-30 14:35:53,shell edf rsted win tenders for 27 gw of new jersey offshore wind,0.6597
430,2021-06-30 14:24:57,financials carved out of minimum tax deal in return for big tech digital tax concessions,0.0
431,2021-06-30 14:24:27,pulse seismic signs 64m seismic data licensing contract repays subordinated debt,-0.3612
432,2021-06-30 14:23:43,xometry jumps more than 75 in its debut session on nasdaq,0.0
433,2021-06-30 14:21:33,canopy growth welcomes mexico marijuana ruling,0.6486
434,2021-06-30 14:13:38,roku rise to 3 gain as apple buys spot on remote control,0.5267
435,2021-06-30 14:08:15,notable earnings before thursdays open,0.0
436,2021-06-30 14:02:51,full truck alliance jumps back over ipo pricing level,0.0
437,2021-06-30 14:01:21,vertex energy peabody energy lead energy gainers riley exploration crown electrokinetics among major losers,0.3626
438,2021-06-30 14:00:16,on the hour,0.0
439,2021-06-30 13:56:35,paypal adds more tech talent to board with hp ceo enrique lores,0.4728
440,2021-06-30 13:54:27,spac stable road acquisition gains after merger target momentus value cut in half,0.5994
441,2021-06-30 13:52:49,slack ceo we wont go back to old work habits in digital first world salesforce crm,0.0
442,2021-06-30 13:42:17,jack dorsey suggests hamstercoin as threat to ethereum,-0.5267
443,2021-06-30 13:41:12,vanguard total world bond etf declares monthly distribution of 00886,0.0
444,2021-06-30 13:35:31,medical device maker pops over 50 on trading debut,0.0
445,2021-06-30 13:29:14,peloton interactive long vs short battle heats up,-0.3818
446,2021-06-30 13:27:50,staffing 360 solutions announces reverse stock split to maintain listing,0.1779
447,2021-06-30 13:24:07,dar bioscience reaches over three month high as roth boosts price target,0.3612
448,2021-06-30 13:20:43,nam tai property leads financial gainers carver bancorp and x financial among losers,-0.5267
449,2021-06-30 13:17:35,blackstone seeks over 600m in damages in italian property dispute reuters,-0.6808
450,2021-06-30 13:15:46,mp materials deserves premium valuation baird says in starting coverage,0.0
451,2021-06-30 13:14:36,fisker pushes forward with ocean manufacturing plans,0.0
452,2021-06-30 13:14:02,horizon bancorp goes ex dividend tomorrow,0.0
453,2021-06-30 13:12:28,netgear slips 1 as microsoft notes router vulnerabilities,-0.1531
454,2021-06-30 13:11:10,kymera therapeutics recovers after falling following stock offering shares up 9,0.1531
455,2021-06-30 13:09:54,ammo and aspen aerogels among industrial gainers aerovironment leads the losers,-0.5267
456,2021-06-30 13:08:18,us dollar index inches higher in anticipation of fridays non farm payrolls data,0.1027
457,2021-06-30 13:07:57,general dynamics goes ex dividend tomorrow,0.2732
458,2021-06-30 13:05:56,thredup and poshmark rally as volatility ways continue,0.0
459,2021-06-30 13:05:51,medifirst solutions names thomas griffin ceo,0.1779
460,2021-06-30 13:00:49,didi global stock pops after ipo,0.0
461,2021-06-30 13:00:08,on the hour,0.0
462,2021-06-30 12:59:38,corn soybeans sky higher on lower than forecast us plantings,-0.296
463,2021-06-30 12:55:08,sofi options trading jumps after jpmorgan makes third fintech deal in a year,0.0
464,2021-06-30 12:45:21,cybersecurity firm sentinelone jumps 31 in ipo debut,0.0
465,2021-06-30 12:42:32,cimarex had talks with five other firms before cabot deal,0.0
466,2021-06-30 12:39:41,relevium technologies settles 28m outstanding notes,0.6124
467,2021-06-30 12:39:10,intapp opened 3 below the ipo price but now surging above,0.0
468,2021-06-30 12:38:29,asts cvm vtnr and alt among midday movers,0.0
469,2021-06-30 12:37:54,rushnet with acquisition target heliosdx estimates 25 growth in q2 prelim revenue,0.3818
470,2021-06-30 12:35:35,foley trasimene acquisition shareholders approve merger with alight solutions,0.1779
471,2021-06-30 12:29:00,orchard therapeutics draws a lower target at cantor on delayed milestones,-0.4767
472,2021-06-30 12:20:24,legalzoom stock pops after ipo,0.0
473,2021-06-30 12:18:37,rally for gene editing stocks continues into third day boosted by intellia,0.3612
474,2021-06-30 12:16:45,hudson river trading poised to compete with virtu financial citadel securities wsj,0.4939
475,2021-06-30 12:13:55,xbiotech received 75m from antibody sale of bermekimab,0.0
476,2021-06-30 12:09:40,premier products group in talks for smartroad turtle acquisition,0.0
477,2021-06-30 12:08:02,live nation dips as spotify eyes entry into events business,0.0
478,2021-06-30 12:06:58,ast spacemobile leads consumer gainers barnes noble education and 1847 goedeker among losers,-0.1027
479,2021-06-30 12:05:40,dow jones leads indexes helped by walmart sp nasdaq drift again,0.0
480,2021-06-29 08:02:34,purple innovation slides after lowering q2 guidance due to production challenge,0.2263
481,2021-06-29 08:00:56,cipla gains regulatory approval to import moderna vaccine to india reuters,0.6705
482,2021-06-29 08:00:55,sonim trades higher after nabs design contracts by leading us carrier,0.0
483,2021-06-29 08:00:17,on the hour,0.0
484,2021-06-29 07:59:46,starwood property trust to raise 400m in sustainability bonds offering,0.5106
485,2021-06-29 07:58:56,vbi vaccines shares rise on data from early stage covid 19 vaccine study,0.296
486,2021-06-29 07:55:17,iovance bio stock falls 5 on ln 145 data in non small cell lung cancer,-0.6597
487,2021-06-29 07:54:28,awh partners and funds managed by apollo global acquires doubletree by hilton hotel anaheim orange county,0.0
488,2021-06-29 07:53:52,orchard therapeutics updates on gene therapy programs,0.0
489,2021-06-29 07:52:20,aehr trades high on 14m in waferpak contactors orders,0.0
490,2021-06-29 07:49:31,cerevel shares surge on topline results from cvl 231 early stage schizophrenia study,0.296
491,2021-06-29 07:47:57,lucid motors impresses evercore isi as churchill capital corp iv shareholder vote approaches,0.4767
492,2021-06-29 07:45:49,porch stock climbs after bullish oppenheimer start on compelling value proposition,0.5106
493,2021-06-29 07:42:06,inmed pharma signs loi to acquire rare cannabinoids manufacturer baymedica,0.0
494,2021-06-29 07:39:53,jfrog to buy vdoo in cash and stock based deal valued at 300 million,0.4404
495,2021-06-29 07:39:46,palatin shares rise after completing pl9643 end of phase 2 meeting with fda,0.296
496,2021-06-29 07:36:38,western union collaborates with linxo to launch digital money transfers,0.0
497,2021-06-29 07:36:34,amds planned purchase of xilinx approved by uks antitrust authority,0.4767
498,2021-06-29 07:36:12,sandstorm gold acquires 138m of stream and royalty assets,0.1779
499,2021-06-29 07:35:54,jpmorgan now operates through a legal entity in abu dhabi,0.128
500,2021-06-29 07:33:19,fedex bumps union pacific off bofas us 1 list on attractive valuation,0.4404
501,2021-06-29 07:31:27,inmed pharma shares climb on launch of 12m private placement,0.296
502,2021-06-29 07:29:32,asia focused insurer aia to buy 25 stake in china post life insurance for 19b,0.3818
503,2021-06-29 07:25:36,diamedica shows mixed results for kidney disease therapy in mid stage study,0.0
504,2021-06-29 07:23:43,nasdaqs quandl and marex announce exclusive data partnerships,0.128
505,2021-06-29 07:23:22,planet fitness viewed cautiously by stifel in first ratings look,0.2732
506,2021-06-29 07:22:40,southwest gas to buy riggs distler in 855m deal,0.0
507,2021-06-29 07:22:12,tsmc expected to report record june sales as iphone shipments begin,0.0
508,2021-06-29 07:20:18,2u acquires edx assets for 800m cash,0.1779
509,2021-06-29 07:19:41,credit suisse cuts rating on two harbors on valuation risk to estimates,-0.1779
510,2021-06-29 07:19:02,bristol myers opdivo yervoy combo okd in europe for colorectal cancer,-0.6597
511,2021-06-29 07:12:16,mercks keytruda chemo combo okd in europe for esophagealgastric cancer,-0.6597
512,2021-06-29 07:12:01,oasis petroleum inc declares 4_00 dividend,0.0
513,2021-06-29 07:08:19,prontoforms names michael kramer as cro,0.0
514,2021-06-29 07:07:03,hewlett packard enterprise launches new automated 5g software solution,0.3182
515,2021-06-29 07:05:23,factset research systems eps misses 0_03 beats on revenue,-0.2263
516,2021-06-29 07:02:42,csx trades higher after citi turns bullish on 2022 setup,0.0
517,2021-06-29 07:00:38,on the hour,0.0
518,2021-06-29 06:58:49,sanofi to invest 476 million annually in development of messenger rna based vaccines,0.0
519,2021-06-29 06:56:36,kubasik succeeds brown to lead l3harris technologies,0.4939
520,2021-06-29 06:50:19,better choice announces pricing of public offering,0.4404
521,2021-06-29 06:48:40,jp morgan to buy fintech firm openinvest,0.2023
522,2021-06-29 06:46:56,ault global holdings coolisys technologies receives authorization to expedite 13m military contract,0.0
523,2021-06-29 06:38:27,kuke music announces up to 1m share buyback plan,0.296
524,2021-06-29 06:35:14,united orders 200 more boeing 737 max jets,0.4215
525,2021-06-29 06:33:40,corus entertainment declares cad 0_06 dividend,0.4215
526,2021-06-29 06:33:24,economic calendar for june 29,0.0
527,2021-06-29 06:28:26,luminar technologies announces secondary offering of 9m shares,0.296
528,2021-06-29 06:28:01,high tide launches new stores in ontario and alberta,0.0
529,2021-06-29 06:23:02,corelogic extends collaboration with xceedance,0.128
530,2021-06-29 06:19:50,spac fs development inks merger deal to advance oral antiviral drugs in sars cov 2 infections,0.0
531,2021-06-29 06:16:27,gravity launches an mmorpg mobile game in japan,0.0
532,2021-06-29 06:15:46,dow jones nasdaq waver before consumer confidence figures,0.5106
533,2021-06-29 06:14:32,corus entertainment eps misses by c004 beats on revenue,0.2263
534,2021-06-29 06:10:34,smart sand inks 35m settlement with us well services llc,0.5859
535,2021-06-29 06:02:45,biomea fusion names franco valle cfo,0.0
536,2021-06-29 06:00:28,asian shares retreat amid delta virus woes,0.0258
537,2021-06-29 06:00:13,paysafe strengthens partnership with fox bet by combining skrill and paysafecard for michigan,0.4588
538,2021-06-29 05:54:19,titan international included in russell 3000 index,0.0
539,2021-06-29 05:47:13,xpo logistics raises 690m through equity offering,0.0
540,2021-06-17 10:48:13,change healthcare drops as doj sues to block aons planned 30b willis towers deal,-0.4404
541,2021-06-17 10:43:58,canoo adds manufacturing partner to bridge the gap before us plant ready,0.3612
542,2021-06-17 10:43:38,us bankruptcy court greenlights davidsteas plan of arrangement,0.0
543,2021-06-17 10:40:40,patterson companies raised to overweight at piper sandler with a street high target,-0.3612
544,2021-06-17 10:37:36,mortgage rates continue downward trend on inflation rises assumed temporary,0.0
545,2021-06-17 10:36:50,zen graphene inks commercialization agreement for sars cov 2 rapid detection technology,0.4939
546,2021-06-17 10:34:36,kraken cryptocurrency exchange could go public in 12 to 18 months bloomberg,0.0
547,2021-06-17 10:30:27,silver miners mauled after fed turns more hawkish,0.0
548,2021-06-17 10:30:21,natural gas inventory build slightly less than estimates,0.3612
549,2021-06-17 10:30:17,chargepoint rallies after unveiling new partnership with mercedes benz,0.0
550,2021-06-17 10:24:16,mattel moving into nfts,0.0
551,2021-06-17 10:23:15,goldman sachs spac confirms deal to take mirion therapeutics public at 26b value,0.34
552,2021-06-17 10:18:09,fdctechs australian subsidiary divests its mortgage broking business,0.0
553,2021-06-17 10:13:53,supreme court upholds affordable care act,0.7783
554,2021-06-17 10:12:00,goldman cuts broadstone net lease to neutral in wake of stock rally,-0.296
555,2021-06-17 10:11:39,cadiz files for 205m mixed shelf,0.0
556,2021-06-17 10:11:04,apple stock a buy after closing up on fed day,0.0
557,2021-06-17 10:01:22,us leading indicators in line with forecast,0.0
558,2021-06-17 10:00:51,on the hour,0.0
559,2021-06-17 09:59:18,cengage learning holdings ii reports q4 results,0.0
560,2021-06-17 09:58:42,ampio highlights integrated data from ampion osteoarthritis of the knee trials,0.0
561,2021-06-17 09:55:10,nvidia stock rises 2 as new jefferies target sees 18 upside,0.0
562,2021-06-17 09:54:00,ags announces first online launch in canada,0.0
563,2021-06-17 09:53:32,hawaiian utility deploys solar powered ev charging systems and arc mobility trailer by beam global,0.0
564,2021-06-17 09:52:54,gop senator current fed policy is dangerous,-0.4767
565,2021-06-17 09:51:26,mdc partners expands global footprint partners with australia based media agency this is flow,0.1027
566,2021-06-17 09:48:43,pembina tc energy plan carbon capture system for alberta oil sands,0.2732
567,2021-06-17 09:47:15,corner growth acquisition 2 prices 175m ipo trading starts today,0.3818
568,2021-06-17 09:46:07,xilinx gains after report that european antitrust has no issues with amd deal,0.0516
569,2021-06-17 09:45:33,alkaline water company boosts east coast capacity to meet expected demand,0.2023
570,2021-06-17 09:44:32,curevac downgraded following lackluster covid vaccine data and more in analyst action,0.0
571,2021-06-17 09:43:05,ocugen partnered covid 19 vaccine is on track for who nod,0.0
572,2021-06-17 09:41:38,national fuel gas raises dividend 2_2 percent,0.0
573,2021-06-17 09:41:01,ss and c technologies holdings inc declares 0_4599 dividend,0.0
574,2021-06-17 09:39:48,nasdaq sp 500 dow jones are flat yields mixed as stock market steadies after fed,0.0
575,2021-06-17 09:39:31,cyrusone stock dips after cowen downgrades to neutral on dimmer outlook,0.0
576,2021-06-17 09:36:29,icon prices 500m in senior secured notes offering,0.4019
577,2021-06-17 09:35:22,crescent acquisition shareholders approve merger with livevox,0.0
578,2021-06-17 09:34:13,stock averages start on a flat note,0.0
579,2021-06-17 09:31:47,jupiter wellness licenses patents for treatment of contact dermatitis,0.4404
580,2021-06-17 09:31:35,david tepper fed did a good job stock market is still fine,0.5719
581,2021-06-17 09:31:02,comtech gets 5m contract to deploy 911 solution to us government end customer,0.3182
582,2021-06-17 09:29:53,f5 networks adds equinixs montoya to its board,0.0
583,2021-06-17 09:28:09,englobal to join russell microcap index,0.296
584,2021-06-17 09:27:10,micron stock dips 1 after negative comments from lynx equity strategies,-0.5719
585,2021-06-17 09:27:04,gentech to acquire growing protein cookie company mpb snacks,0.1779
586,2021-06-17 09:25:19,gold miners slammed hard following feds hawkish turn,-0.1027
587,2021-06-17 09:25:06,montrose environmental group acquires vista analytical laboratory,0.0
588,2021-06-17 09:22:43,gevo picks kimberly bowron as uhuman resources chief,0.0
589,2021-06-17 09:22:35,ocuphire pharma inks licensing deal for rx 3117 with processa pharma,0.0
590,2021-06-17 09:21:36,interdigital provides expense guidance for 2q21,0.0
591,2021-06-17 09:21:18,walmart gets more serious about drone delivery with investment in droneup,-0.1513
592,2021-06-17 09:19:25,medigus jumps 4 as subsidiary charging robotics assigns first distributor for its wireless ev robotic charging pad,0.0
593,2021-06-17 09:18:22,tractor supply begins construction on new distribution center in ohio,0.0
594,2021-06-17 09:18:16,westwater resources to join russell microcap,0.296
595,2021-06-17 09:18:02,jpmorgan acquires nutmeg to complement upcoming chase uk digital bank,0.0
596,2021-06-17 09:17:21,cns pharmaceuticals to join russell 2000,0.296
597,2021-06-17 09:15:54,novan falls 19 after pricing 40m stock offering,0.0
598,2021-06-17 09:13:48,xynomic goes private after closing merger agreement with xu nuo pharma,0.4939
599,2021-06-17 09:12:42,color star technology names basil wilson as new chairman and ceo,0.0
600,2021-05-12 00:15:06,internet initiative japan reports fy 2020 results,0.0
601,2021-05-12 00:06:58,on semiconductor prices 700m debt offering,-0.3612
602,2021-05-12 00:03:39,makita reports fy results,0.0
603,2021-05-12 00:00:55,shionogi and amp co reports fy results,0.0
604,2021-05-12 00:00:44,vecima networks declares cad 0_055 dividend,0.0
605,2021-05-12 00:00:00,wednesdays economic calendar,0.0
606,2021-05-11 23:58:24,tmx group limited declares 0_77 dividend,-0.2263
607,2021-05-11 23:47:28,axonics secures 175m capital via equity raise,0.3182
608,2021-05-11 21:40:57,sundial q1 net loss widens as pandemic negatively impacts cannabis sales,-0.3182
609,2021-05-11 21:37:57,butterfly equity is said to considering options for protein powder maker orgain,0.0
610,2021-05-11 20:48:28,salad chain sweetgreen is reportedly planning us ipo this year,0.0
611,2021-05-11 19:52:52,refiners renting oil tankers for floating storage with colonial pipeline outage,0.0
612,2021-05-11 19:32:59,housing market ripe for disruption by these agile tech players cfra,-0.3612
613,2021-05-11 19:18:41,chevron phillips jv failed to disclose years of us benzene imports reuters,-0.5106
614,2021-05-11 19:09:12,heading toward goldilocks inflation means good times for banks bofa,0.4404
615,2021-05-11 18:55:46,michigan governor warns state could take enbridges profits in pipeline fight,-0.0258
616,2021-05-11 18:21:50,hudbay minerals eps misses 0_10 misses on revenue,-0.4215
617,2021-05-11 18:20:49,hackett declares 0_10 dividend,0.0
618,2021-05-11 18:19:54,ypf sociedadonima eps beats 0_08 misses on revenue,-0.2263
619,2021-05-11 18:16:22,china based waterdrops stock falls for third post us ipo session but onion global rebounds,0.0
620,2021-05-11 18:13:14,curiositystream slides 15 as revenue growth misses net loss widens,-0.1531
621,2021-05-11 18:12:31,wildbrain reports q3 results,0.0
622,2021-05-11 18:11:30,chesapeake cranks out profit initiates dividend in first post chapter 11 quarter,0.4404
623,2021-05-11 18:08:29,sundial growers reports q1 results,0.0
624,2021-05-11 18:00:24,on the hour,0.0
625,2021-05-11 17:52:38,firm capital mortgage investment reports q1 results,0.0
626,2021-05-11 17:47:31,oneconnect financial technology reports q1 results,0.0
627,2021-05-11 17:44:00,chesapeake energy corporation declares 1_375 dividend,0.2732
628,2021-05-11 17:43:33,nerv upst arry and iova among after hours movers,0.0
629,2021-05-11 17:42:09,motorola solutions to redeem remaining 324m senior notes,0.1779
630,2021-05-11 17:35:55,notable earnings after wednesdays close,0.0
631,2021-05-11 17:31:55,array technologies tumbles after warning on costs full year guidance,-0.34
632,2021-05-11 17:29:34,gap inc declares 0_12 dividend,0.0
633,2021-05-11 17:28:54,lemonade stock slumps after q1 loss comes in wider than expected,-0.3182
634,2021-05-11 17:27:42,centrus energy eps beats 0_24 beats on revenue,0.2732
635,2021-05-11 17:25:33,navidea q1 loss widens as revenue drops rd expenses rise,-0.3182
636,2021-05-11 17:24:22,melcor developments reports q1 results,0.0
637,2021-05-11 17:23:26,bsr reit misses on revenue,-0.2263
638,2021-05-11 17:22:32,signify health eps misses 0_08 beats on revenue,-0.2263
639,2021-05-11 17:21:18,osisko gold royalties declares cad 0_05 dividend,0.0
640,2021-05-11 17:20:49,intact financial reports q1 results,0.2023
641,2021-05-11 17:20:46,summit industrial income reit reports q1 results,0.0
642,2021-05-11 17:20:17,melcor developments declares cad 0_10 dividend,0.0
643,2021-05-11 17:19:44,osisko gold royalties eps in line misses on revenue,-0.2263
644,2021-05-11 17:19:39,kinross gold declares 0_03 dividend,0.0
645,2021-05-11 17:18:43,element fleet management reports q1 results,0.0
646,2021-05-11 17:16:24,dream unlimited reports q1 results,0.25
647,2021-05-11 17:14:40,absolute software to acquire netmotion for 340m,0.0
648,2021-05-11 17:13:51,savaria reports q1 results,0.0
649,2021-05-11 17:13:32,lemonade eps misses 0_03 beats on revenue,-0.2263
650,2021-05-11 17:10:59,nicolet bankshares appoints finance chief,0.0
651,2021-05-11 17:10:46,amazon files suit against individuals running affiliate marketing scam,-0.4588
652,2021-05-11 17:09:23,cornerstone building brands eps beats 0_09 beats on revenue,0.0
653,2021-05-11 17:08:15,altius minerals reports q1 results,0.0
654,2021-05-11 17:05:49,goeasy reports q1 results,0.0
655,2021-05-11 17:05:41,us crude supply fell 25m barrels last week api says,-0.5719
656,2021-05-11 17:05:20,goeasy reports q1 results,0.0
657,2021-05-11 17:03:47,kinross gold eps in line misses on revenue,-0.2263
658,2021-05-11 17:01:17,upstart holdings stock jumps 16 after guidance boost q1 beat,0.4019
659,2021-05-11 17:00:43,newtek business services corp declares 0_701 dividend,0.0
660,2021-05-11 16:56:58,group 1 automotive inc declares 0_02 dividend,0.0
661,2021-05-11 16:56:27,cummins declares 1_35 dividend,0.0
662,2021-05-11 16:55:25,columbia property trust declares 0_21 dividend,0.5106
663,2021-05-11 16:54:48,avista declares 0_4225 dividend,0.0
664,2021-05-11 16:54:36,3m declares 1_48 dividend,0.0
665,2021-05-11 16:54:22,occidental petroleum disappoints with slim debt reduction analyst says,-0.6249
666,2021-05-11 16:54:21,klabin reports q1 results,0.0
667,2021-05-11 16:53:58,keyera declares cad 0_16 dividend,0.0
668,2021-05-11 16:53:26,sqz biotechnologies eps beats 0_10 misses on revenue,-0.2263
669,2021-05-11 16:52:56,international paper declares 0_5125 dividend,0.0
670,2021-05-11 16:52:19,freehold royalties increases dividend to cad 0_04,0.1779
671,2021-05-11 16:52:09,prudential financial declares 1_15 dividend,0.0
672,2021-05-11 16:52:08,sanofi and cellectis partner for alemtuzumab in car t cells trials,0.0
673,2021-05-11 16:52:00,asensius down in after hours trading despite earnings beat,0.0
674,2021-05-11 16:50:53,intuit lowers q3 guidance but expects to top full year outlook,0.2382
675,2021-05-11 16:50:38,alerus financial increases dividend to 0_16,0.0
676,2021-05-11 16:50:34,fubotv leaps 19 as most financial metrics more than double in q1,0.0
677,2021-05-11 16:49:12,minerva neurosciences shares surge on late stage schizophrenia study data,0.296
678,2021-05-11 16:47:46,riley exploration permian reports fq2 results,0.2263
679,2021-05-11 16:46:46,recro pharma under pressure on launching stock offering,-0.296
680,2021-05-11 16:46:24,tarsus pharmaceuticals eps beats 0_72,0.0
